Status,Time,Card_Type,City,Amount,ID,Amount_Type,Hour
Fail,2025-09-11 18:45:00,Visa,Tehran,471227.0,55,Payment,18
Success,2025-09-15 16:40:00,Master Card,Isfahan,-5000.0,81,Refund,16
Success,2025-09-15 04:40:00,Amex,Tehran,976246.0,5,Payment,4
Success,2025-09-16 18:45:00,Visa,Karaj,1387769.0,52,Payment,18
Fail,2025-09-10 07:32:00,Visa,Tehran,343679.0,13,Payment,7
Fail,2025-09-12 13:10:00,Unknown,Shiraz,250000.0,42,Payment,13
Fail,2025-09-28 09:00:00,Discover,Shiraz,-999999.0,15,Refund,9
Success,2025-09-13 16:16:00,Unknown,Tehran,450000.0,79,Payment,16
Success,2025-09-04 02:30:00,Visa,Mashhad,-5000.0,18,Refund,2
Success,2025-09-07 07:07:00,Master Card,Karaj,1768588.0,50,Payment,7
Fail,2025-09-22 14:11:00,Amex,Shiraz,177050.0,2,Payment,14
Fail,2025-09-02 12:44:00,Discover,Tabriz,914282.0,88,Payment,12
Success,2025-09-26 12:34:00,Visa,Karaj,0.0,13,Zero_Amount,12
Success,2025-09-27 02:20:00,Amex,Tehran,1463119.0,68,Payment,2
Fail,2025-09-27 11:11:00,Visa,Tabriz,-999999.0,47,Refund,11
Success,2025-09-27 09:09:00,Master Card,Tabriz,0.0,90,Zero_Amount,9
Success,2025-09-15 20:33:00,Amex,Isfahan,1578078.0,75,Payment,20
Success,2025-09-08 21:23:00,Master Card,Tehran,900000.0,50,Payment,21
Fail,2025-09-07 05:23:00,Visa,Tehran,452545.0,12,Payment,5
Fail,2025-09-15 14:11:00,Discover,Tehran,99999.0,13,Payment,14
Fail,2025-09-23 04:04:00,Discover,Shiraz,100.5,9,Payment,4
Fail,2025-09-14 02:37:00,Discover,Ahvaz,1.0,59,Payment,2
Success,2025-09-08 13:13:00,Master Card,Shiraz,1463119.0,45,Payment,13
Success,2025-09-28 06:30:00,Unknown,Isfahan,1782689.0,70,Payment,6
Success,2025-09-12 21:23:00,Visa,Shiraz,0.0,43,Zero_Amount,21
Fail,2025-09-13 02:37:00,Master Card,Karaj,-5000.0,74,Refund,2
Success,2025-09-30 07:07:00,Master Card,Karaj,0.0,23,Zero_Amount,7
Success,2025-09-11 14:11:00,Visa,Tehran,900000.0,79,Payment,14
Fail,2025-09-17 20:33:00,Discover,Mashhad,0.0,45,Zero_Amount,20
Success,2025-09-29 02:30:00,Master Card,Isfahan,1305967.0,23,Payment,2
Fail,2025-09-17 19:51:00,Master Card,Ahvaz,976246.0,34,Payment,19
Success,2025-09-24 02:37:00,Visa,Mashhad,1.0,16,Payment,2
Fail,2025-09-04 09:00:00,Visa,Isfahan,177050.0,63,Payment,9
Fail,2025-09-21 02:20:00,Visa,Karaj,774681.0,51,Payment,2
Fail,2025-09-08 13:13:00,Visa,Mashhad,177050.0,32,Payment,13
Fail,2025-09-05 12:12:00,Amex,Tabriz,177050.0,38,Payment,12
Fail,2025-09-26 21:23:00,Visa,Tehran,976246.0,56,Payment,21
Fail,2025-09-16 19:51:00,Master Card,Tehran,333333.0,69,Payment,19
Fail,2025-09-04 14:55:00,Visa,Tehran,1578078.0,17,Payment,14
Success,2025-09-28 23:59:00,Visa,Tehran,9999999999.0,87,Payment,23
Success,2025-09-22 18:12:00,Visa,Tehran,545116.0,39,Payment,18
Fail,2025-09-29 14:02:00,Visa,Qom,205000.0,41,Payment,14
Success,2025-09-15 08:59:00,Visa,Shiraz,850000.0,48,Payment,8
Fail,2025-09-12 01:51:00,Master Card,Mashhad,200000.0,82,Payment,1
Fail,2025-09-05 23:59:00,Discover,Tabriz,471227.0,28,Payment,23
Success,2025-09-30 23:59:00,Master Card,Tehran,343679.0,77,Payment,23
Fail,2025-09-23 10:48:00,Master Card,Mashhad,5000.0,50,Payment,10
Success,2025-09-16 10:48:00,Amex,Qom,9999999999.0,1,Payment,10
Fail,2025-09-14 18:45:00,Visa,Tabriz,343679.0,50,Payment,18
Success,2025-09-10 05:56:00,Amex,Tabriz,177050.0,19,Payment,5
Success,2025-09-07 21:10:00,Unknown,Tehran,1768588.0,99,Payment,21
Success,2025-09-13 21:23:00,Discover,Tehran,120000.0,59,Payment,21
Success,2025-09-20 06:30:00,Master Card,Tehran,-5000.0,68,Refund,6
Success,2025-09-28 12:12:00,Master Card,Karaj,1463119.0,67,Payment,12
Fail,2025-09-29 05:56:00,Discover,Isfahan,-5000.0,41,Refund,5
Success,2025-09-05 14:55:00,Visa,Tehran,100.5,10,Payment,14
Success,2025-09-29 07:32:00,Master Card,Mashhad,0.0,28,Zero_Amount,7
Fail,2025-09-03 17:07:00,Master Card,Qom,412308.0,34,Payment,17
Fail,2025-09-15 02:24:00,Master Card,Isfahan,1158713.0,39,Payment,2
Fail,2025-09-04 21:23:00,Master Card,Tehran,1883871.0,83,Payment,21
Success,2025-09-15 18:12:00,Visa,Ahvaz,585954.0,56,Payment,18
Success,2025-09-14 11:11:00,Master Card,Karaj,343679.0,52,Payment,11
Fail,2025-09-20 06:30:00,Amex,Isfahan,0.0,3,Zero_Amount,6
Success,2025-09-19 21:10:00,Visa,Isfahan,914282.0,23,Payment,21
Success,2025-09-13 12:34:00,Visa,Tehran,205000.0,17,Payment,12
Fail,2025-09-10 10:05:00,Master Card,Ahvaz,250000.0,71,Payment,10
Fail,2025-09-21 19:29:00,Visa,Qom,120000.0,26,Payment,19
Fail,2025-09-05 18:00:00,Visa,Tehran,1768588.0,18,Payment,18
Fail,2025-09-27 11:11:00,Amex,Isfahan,850000.0,46,Payment,11
Fail,2025-09-23 20:20:00,Visa,Tehran,850000.0,70,Payment,20
Fail,2025-09-20 12:44:00,Master Card,Mashhad,555555.0,31,Payment,12
Fail,2025-09-29 12:44:00,Master Card,Tabriz,0.0,94,Zero_Amount,12
Fail,2025-09-20 07:07:00,Visa,Shiraz,12345.0,9,Payment,7
Fail,2025-09-25 05:23:00,Master Card,Tabriz,914465.0,35,Payment,5
Fail,2025-09-06 22:27:00,Visa,Mashhad,443463.0,81,Payment,22
Success,2025-09-04 20:33:00,Master Card,Shiraz,-5000.0,60,Refund,20
Fail,2025-09-02 14:11:00,Visa,Tehran,1768588.0,76,Payment,14
Fail,2025-09-22 03:00:00,Visa,Karaj,555555.0,63,Payment,3
Success,2025-09-16 20:20:00,Amex,Isfahan,583952.0,52,Payment,20
Success,2025-09-18 04:40:00,Visa,Ahvaz,-999999.0,48,Refund,4
Fail,2025-09-05 10:05:00,Master Card,Tehran,419089.0,61,Payment,10
Success,2025-09-22 17:07:00,Discover,Mashhad,1782689.0,24,Payment,17
Fail,2025-09-04 02:37:00,Visa,Tehran,-5000.0,74,Refund,2
Fail,2025-09-30 21:21:00,Amex,Tehran,50200.0,58,Payment,21
Success,2025-09-13 10:48:00,Visa,Tehran,200000.0,64,Payment,10
Success,2025-09-19 07:08:00,Discover,Tehran,0.0,30,Zero_Amount,7
Fail,2025-09-23 14:11:00,Master Card,Tabriz,333333.0,29,Payment,14
Success,2025-09-02 07:08:00,Visa,Isfahan,177050.0,10,Payment,7
Success,2025-09-13 04:15:00,Visa,Ahvaz,545116.0,39,Payment,4
Success,2025-09-11 08:08:00,Amex,Isfahan,177050.0,55,Payment,8
Success,2025-09-30 09:09:00,Visa,Tehran,200000.0,28,Payment,9
Success,2025-09-22 15:45:00,Visa,Shiraz,-5000.0,18,Refund,15
Success,2025-09-29 05:56:00,Discover,Shiraz,1782689.0,41,Payment,5
Fail,2025-09-04 13:13:00,Master Card,Karaj,850000.0,81,Payment,13
Fail,2025-09-22 17:17:00,Visa,Isfahan,850000.0,75,Payment,17
Success,2025-09-20 09:00:00,Master Card,Tehran,123456.0,65,Payment,9
Fail,2025-09-20 14:30:00,Unknown,Qom,1782689.0,81,Payment,14
Fail,2025-09-15 09:00:00,Visa,Tehran,583952.0,46,Payment,9
Success,2025-09-04 02:37:00,Amex,Tehran,-5000.0,60,Refund,2
Success,2025-09-09 15:45:00,Visa,Ahvaz,-5000.0,9,Refund,15
Success,2025-09-07 09:45:00,Discover,Isfahan,1387769.0,45,Payment,9
Fail,2025-09-19 02:37:00,Visa,Mashhad,585954.0,60,Payment,2
Fail,2025-09-19 19:51:00,Visa,Shiraz,0.0,28,Zero_Amount,19
Fail,2025-09-06 02:20:00,Amex,Isfahan,0.0,98,Zero_Amount,2
Success,2025-09-06 18:12:00,Amex,Tehran,1427657.0,3,Payment,18
Success,2025-09-20 23:59:00,Visa,Tabriz,914282.0,51,Payment,23
Success,2025-09-15 18:12:00,Visa,Tehran,583952.0,8,Payment,18
Fail,2025-09-15 08:08:00,Master Card,Tehran,443463.0,70,Payment,8
Success,2025-09-25 03:00:00,Discover,Karaj,0.0,59,Zero_Amount,3
Success,2025-09-20 14:55:00,Master Card,Mashhad,205000.0,61,Payment,14
Fail,2025-09-09 03:27:00,Discover,Tehran,63489.0,58,Payment,3
Success,2025-09-04 03:27:00,Master Card,Tehran,0.0,70,Zero_Amount,3
Success,2025-09-18 14:11:00,Visa,Karaj,774681.0,94,Payment,14
Success,2025-09-18 02:37:00,Master Card,Tehran,300000.0,12,Payment,2
Fail,2025-09-05 23:59:00,Discover,Tehran,100.5,9,Payment,23
Success,2025-09-20 11:11:00,Amex,Tehran,9999999999.0,49,Payment,11
Fail,2025-09-23 20:20:00,Visa,Isfahan,1000.0,83,Payment,20
Success,2025-09-30 21:23:00,Master Card,Tabriz,177050.0,17,Payment,21
Fail,2025-09-11 19:51:00,Visa,Tehran,471227.0,54,Payment,19
Fail,2025-09-05 19:19:00,Visa,Ahvaz,205000.0,44,Payment,19
Success,2025-09-22 01:51:00,Visa,Mashhad,205000.0,32,Payment,1
Success,2025-09-26 04:15:00,Visa,Karaj,100000.0,35,Payment,4
Success,2025-09-04 11:11:00,Master Card,Tabriz,900000.0,78,Payment,11
Fail,2025-09-29 12:34:00,Visa,Karaj,914282.0,49,Payment,12
Fail,2025-09-12 21:23:00,Visa,Tehran,850000.0,54,Payment,21
Fail,2025-09-02 01:51:00,Master Card,Tehran,914282.0,16,Payment,1
Fail,2025-09-13 21:23:00,Visa,Tehran,0.0,85,Zero_Amount,21
Fail,2025-09-10 10:48:00,Visa,Karaj,1463119.0,12,Payment,10
Success,2025-09-09 18:45:00,Amex,Shiraz,-999999.0,89,Refund,18
Fail,2025-09-10 10:05:00,Visa,Tehran,-5000.0,99,Refund,10
Success,2025-09-07 04:40:00,Amex,Isfahan,419089.0,8,Payment,4
Fail,2025-09-04 14:02:00,Discover,Ahvaz,850000.0,21,Payment,14
Fail,2025-09-19 04:04:00,Visa,Tabriz,-5000.0,48,Refund,4
Success,2025-09-10 19:51:00,Visa,Tehran,333333.0,8,Payment,19
Fail,2025-09-30 18:00:00,Discover,Tehran,100.5,28,Payment,18
Fail,2025-09-03 21:21:00,Master Card,Qom,5000.0,80,Payment,21
Success,2025-09-25 19:51:00,Visa,Shiraz,120000.0,10,Payment,19
Fail,2025-09-21 18:45:00,Master Card,Shiraz,-5000.0,52,Refund,18
Success,2025-09-29 21:10:00,Master Card,Tabriz,1387769.0,15,Payment,21
Fail,2025-09-19 08:59:00,Master Card,Isfahan,1305967.0,4,Payment,8
Success,2025-09-21 11:11:00,Unknown,Tehran,177050.0,91,Payment,11
Success,2025-09-02 07:32:00,Visa,Tehran,850000.0,79,Payment,7
Fail,2025-09-27 13:10:00,Visa,Karaj,200000.0,97,Payment,13
Fail,2025-09-20 22:27:00,Discover,Tehran,774681.0,62,Payment,22
Fail,2025-09-10 15:45:00,Master Card,Qom,774681.0,4,Payment,15
Success,2025-09-02 18:45:00,Visa,Isfahan,1502601.0,41,Payment,18
Success,2025-09-02 02:37:00,Master Card,Karaj,1578078.0,73,Payment,2
Success,2025-09-28 10:48:00,Visa,Isfahan,1.0,100,Payment,10
Success,2025-09-24 18:00:00,Visa,Shiraz,200000.0,55,Payment,18
Success,2025-09-17 07:08:00,Master Card,Tehran,100000.0,28,Payment,7
Fail,2025-09-16 13:10:00,Visa,Qom,100000.0,47,Payment,13
Success,2025-09-16 08:59:00,Master Card,Tabriz,-5000.0,9,Refund,8
Fail,2025-09-14 19:19:00,Master Card,Tehran,1158713.0,2,Payment,19
Fail,2025-09-07 01:01:00,Master Card,Shiraz,914282.0,67,Payment,1
Fail,2025-09-21 09:00:00,Discover,Shiraz,205000.0,48,Payment,9
Success,2025-09-11 08:08:00,Master Card,Tehran,1050805.0,69,Payment,8
Success,2025-09-24 21:23:00,Master Card,Shiraz,-1.0,74,Refund,21
Fail,2025-09-01 13:10:00,Amex,Mashhad,177050.0,28,Payment,13
Fail,2025-09-11 14:02:00,Visa,Tehran,177050.0,79,Payment,14
Success,2025-09-23 07:32:00,Master Card,Karaj,850000.0,14,Payment,7
Fail,2025-09-21 15:45:00,Master Card,Qom,100000.0,46,Payment,15
Fail,2025-09-04 06:30:00,Master Card,Mashhad,1472823.0,88,Payment,6
Fail,2025-09-07 21:23:00,Master Card,Tehran,0.0,13,Zero_Amount,21
Success,2025-09-26 19:19:00,Visa,Shiraz,100.5,16,Payment,19
Fail,2025-09-15 11:11:00,Amex,Karaj,850000.0,95,Payment,11
Fail,2025-09-18 17:07:00,Discover,Tehran,100000.0,40,Payment,17
Fail,2025-09-12 01:51:00,Discover,Karaj,-5000.0,72,Refund,1
Success,2025-09-17 23:59:00,Visa,Tabriz,0.0,81,Zero_Amount,23
Success,2025-09-01 16:16:00,Master Card,Tehran,0.0,30,Zero_Amount,16
Success,2025-09-11 23:17:00,Discover,Tehran,9999999999.0,81,Payment,23
Success,2025-09-28 07:32:00,Amex,Karaj,850000.0,100,Payment,7
Fail,2025-09-01 00:00:00,Unknown,Isfahan,1883871.0,65,Payment,0
Fail,2025-09-15 13:13:00,Master Card,Isfahan,1502601.0,58,Payment,13
Success,2025-09-28 11:11:00,Visa,Tehran,471227.0,89,Payment,11
Fail,2025-09-21 02:30:00,Discover,Tehran,1578078.0,48,Payment,2
Success,2025-09-10 04:15:00,Visa,Isfahan,100.5,49,Payment,4
Success,2025-09-07 03:00:00,Master Card,Tehran,120000.0,90,Payment,3
Fail,2025-09-02 00:00:00,Visa,Isfahan,0.0,2,Zero_Amount,0
Success,2025-09-10 23:17:00,Master Card,Karaj,9999999999.0,90,Payment,23
Fail,2025-09-24 12:12:00,Master Card,Tehran,1.0,14,Payment,12
Fail,2025-09-04 21:21:00,Discover,Tehran,1768588.0,98,Payment,21
Success,2025-09-12 19:29:00,Master Card,Tehran,63489.0,17,Payment,19
Fail,2025-09-19 21:23:00,Amex,Karaj,-5000.0,31,Refund,21
Fail,2025-09-26 07:08:00,Discover,Tehran,-1.0,10,Refund,7
Success,2025-09-11 21:21:00,Visa,Tehran,1472823.0,70,Payment,21
Success,2025-09-08 11:11:00,Master Card,Karaj,1578078.0,90,Payment,11
Fail,2025-09-18 21:10:00,Discover,Isfahan,471227.0,37,Payment,21
Success,2025-09-11 21:21:00,Visa,Karaj,0.0,64,Zero_Amount,21
Success,2025-09-11 21:21:00,Amex,Isfahan,1883871.0,30,Payment,21
Success,2025-09-13 02:30:00,Master Card,Tehran,-1.0,34,Refund,2
Fail,2025-09-03 06:30:00,Visa,Karaj,-999999.0,18,Refund,6
Success,2025-09-12 14:11:00,Discover,Tehran,-999999.0,89,Refund,14
Success,2025-09-03 19:19:00,Discover,Tabriz,-999999.0,63,Refund,19
Fail,2025-09-10 23:59:00,Discover,Qom,583952.0,49,Payment,23
Fail,2025-09-27 03:27:00,Visa,Tehran,12345.0,56,Payment,3
Fail,2025-09-17 14:00:00,Master Card,Tehran,585954.0,92,Payment,14
Fail,2025-09-22 15:45:00,Master Card,Tehran,452545.0,58,Payment,15
Fail,2025-09-02 07:07:00,Visa,Mashhad,9999999999.0,27,Payment,7
Success,2025-09-17 02:20:00,Amex,Shiraz,1427657.0,55,Payment,2
Fail,2025-09-16 19:51:00,Visa,Tehran,0.0,85,Zero_Amount,19
Fail,2025-09-02 02:30:00,Amex,Shiraz,333333.0,19,Payment,2
Success,2025-09-28 12:34:00,Visa,Shiraz,200000.0,23,Payment,12
Fail,2025-09-22 11:11:00,Amex,Tehran,0.0,47,Zero_Amount,11
Success,2025-09-30 08:08:00,Visa,Karaj,850000.0,79,Payment,8
Fail,2025-09-20 07:07:00,Unknown,Tehran,0.0,66,Zero_Amount,7
Success,2025-09-06 15:45:00,Discover,Tehran,0.0,100,Zero_Amount,15
Fail,2025-09-28 22:27:00,Master Card,Isfahan,585954.0,51,Payment,22
Fail,2025-09-25 08:59:00,Master Card,Mashhad,100000.0,84,Payment,8
Fail,2025-09-29 00:00:00,Discover,Tabriz,12345.0,28,Payment,0
Fail,2025-09-10 19:29:00,Discover,Mashhad,0.0,57,Zero_Amount,19
Fail,2025-09-28 01:01:00,Unknown,Tehran,100.5,58,Payment,1
Fail,2025-09-10 11:11:00,Unknown,Shiraz,250000.0,15,Payment,11
Fail,2025-09-08 23:59:00,Master Card,Tehran,914465.0,16,Payment,23
Fail,2025-09-01 23:59:00,Discover,Tabriz,914465.0,98,Payment,23
Success,2025-09-13 11:11:00,Visa,Tabriz,555555.0,47,Payment,11
Fail,2025-09-24 23:59:00,Visa,Tehran,545116.0,63,Payment,23
Success,2025-09-09 06:30:00,Master Card,Tehran,1578078.0,12,Payment,6
Success,2025-09-22 23:17:00,Discover,Tehran,471227.0,43,Payment,23
Success,2025-09-10 18:00:00,Visa,Tehran,555555.0,84,Payment,18
Fail,2025-09-15 07:32:00,Master Card,Shiraz,200000.0,29,Payment,7
Success,2025-09-05 12:12:00,Master Card,Tabriz,1578078.0,49,Payment,12
Fail,2025-09-22 21:23:00,Master Card,Tabriz,850000.0,3,Payment,21
Success,2025-09-16 10:48:00,Amex,Unknown,1578078.0,69,Payment,10
Success,2025-09-13 19:40:00,Master Card,Tabriz,-999999.0,60,Refund,19
Fail,2025-09-22 03:00:00,Discover,Tabriz,177050.0,66,Payment,3
Fail,2025-09-25 16:16:00,Master Card,Qom,1387769.0,88,Payment,16
Fail,2025-09-20 17:17:00,Master Card,Karaj,-5000.0,91,Refund,17
Fail,2025-09-18 23:17:00,Master Card,Tehran,0.0,26,Zero_Amount,23
Fail,2025-09-11 19:51:00,Master Card,Karaj,1463119.0,71,Payment,19
Fail,2025-09-27 12:12:00,Master Card,Qom,976246.0,74,Payment,12
Fail,2025-09-09 13:13:00,Unknown,Isfahan,63489.0,69,Payment,13
Success,2025-09-16 06:06:00,Amex,Qom,100.5,47,Payment,6
Success,2025-09-02 02:30:00,Amex,Qom,1.0,76,Payment,2
Success,2025-09-26 19:40:00,Visa,Tabriz,545116.0,97,Payment,19
Success,2025-09-25 03:00:00,Visa,Shiraz,0.0,42,Zero_Amount,3
Fail,2025-09-02 14:02:00,Master Card,Tabriz,1463119.0,31,Payment,14
Fail,2025-09-12 15:45:00,Master Card,Mashhad,1463119.0,22,Payment,15
Success,2025-09-08 12:34:00,Discover,Tabriz,9999999999.0,17,Payment,12
Fail,2025-09-09 19:51:00,Discover,Tabriz,-1.0,84,Refund,19
Success,2025-09-12 18:12:00,Amex,Shiraz,100000.0,20,Payment,18
Fail,2025-09-26 14:11:00,Visa,Tehran,-1.0,8,Refund,14
Success,2025-09-09 02:54:00,Amex,Tehran,200000.0,99,Payment,2
Fail,2025-09-10 07:08:00,Visa,Tehran,914282.0,49,Payment,7
Fail,2025-09-25 12:44:00,Amex,Tehran,-5000.0,88,Refund,12
Success,2025-09-02 23:17:00,Amex,Tehran,100000.0,38,Payment,23
Fail,2025-09-16 02:20:00,Master Card,Ahvaz,1782689.0,53,Payment,2
Fail,2025-09-20 02:20:00,Discover,Mashhad,100.5,28,Payment,2
Success,2025-09-07 14:30:00,Discover,Mashhad,471227.0,77,Payment,14
Fail,2025-09-28 16:40:00,Discover,Shiraz,9999999999.0,29,Payment,16
Success,2025-09-02 03:27:00,Master Card,Karaj,452545.0,72,Payment,3
Success,2025-09-01 13:13:00,Discover,Tehran,-5000.0,11,Refund,13
Fail,2025-09-19 10:05:00,Visa,Tehran,976246.0,47,Payment,10
Fail,2025-09-28 14:11:00,Master Card,Tehran,123456.0,45,Payment,14
Fail,2025-09-04 12:12:00,Discover,Tehran,774681.0,18,Payment,12
Fail,2025-09-24 00:00:00,Visa,Shiraz,850000.0,50,Payment,0
Success,2025-09-22 11:11:00,Visa,Tehran,343679.0,90,Payment,11
Fail,2025-09-27 21:21:00,Amex,Tehran,0.0,49,Zero_Amount,21
Fail,2025-09-02 02:24:00,Visa,Tabriz,250000.0,22,Payment,2
Fail,2025-09-25 02:20:00,Visa,Karaj,1578078.0,45,Payment,2
Fail,2025-09-14 02:24:00,Discover,Shiraz,100.5,61,Payment,2
Fail,2025-09-02 14:02:00,Visa,Mashhad,0.0,100,Zero_Amount,14
Fail,2025-09-29 14:11:00,Master Card,Isfahan,100.5,94,Payment,14
Success,2025-09-15 14:11:00,Master Card,Mashhad,343679.0,21,Payment,14
Success,2025-09-12 10:05:00,Visa,Tabriz,1.0,71,Payment,10
Success,2025-09-05 19:51:00,Visa,Tehran,471227.0,61,Payment,19
Success,2025-09-28 19:51:00,Visa,Qom,1463119.0,76,Payment,19
Success,2025-09-20 08:08:00,Master Card,Mashhad,343679.0,36,Payment,8
Success,2025-09-29 14:00:00,Discover,Mashhad,1768588.0,24,Payment,14
Success,2025-09-07 08:59:00,Master Card,Tehran,-5000.0,32,Refund,8
Fail,2025-09-24 23:59:00,Master Card,Karaj,100.5,92,Payment,23
Fail,2025-09-21 11:11:00,Master Card,Tehran,585954.0,97,Payment,11
Fail,2025-09-10 19:40:00,Discover,Isfahan,9999999999.0,59,Payment,19
Fail,2025-09-14 11:11:00,Master Card,Tabriz,50200.0,97,Payment,11
Success,2025-09-14 13:10:00,Visa,Tehran,1387769.0,97,Payment,13
Fail,2025-09-05 09:00:00,Master Card,Isfahan,914282.0,91,Payment,9
Success,2025-09-18 07:08:00,Amex,Tehran,99999.0,75,Payment,7
Fail,2025-09-24 03:00:00,Master Card,Isfahan,471227.0,82,Payment,3
Fail,2025-09-14 14:30:00,Visa,Tabriz,99999.0,5,Payment,14
Fail,2025-09-02 04:04:00,Discover,Qom,976246.0,16,Payment,4
Success,2025-09-26 21:23:00,Visa,Tabriz,-5000.0,11,Refund,21
Success,2025-09-12 18:00:00,Master Card,Tehran,850000.0,35,Payment,18
Fail,2025-09-22 09:45:00,Master Card,Tehran,0.0,75,Zero_Amount,9
Success,2025-09-24 14:55:00,Unknown,Tabriz,774681.0,42,Payment,14
Success,2025-09-06 18:12:00,Amex,Isfahan,1578078.0,88,Payment,18
Success,2025-09-04 16:16:00,Amex,Karaj,1427657.0,99,Payment,16
Fail,2025-09-13 07:08:00,Visa,Tabriz,1768588.0,81,Payment,7
Fail,2025-09-04 19:40:00,Master Card,Tehran,471227.0,10,Payment,19
Fail,2025-09-22 11:11:00,Master Card,Ahvaz,0.0,82,Zero_Amount,11
Success,2025-09-14 17:17:00,Amex,Tehran,343679.0,8,Payment,17
Fail,2025-09-16 03:27:00,Discover,Mashhad,976246.0,26,Payment,3
Fail,2025-09-29 11:11:00,Master Card,Tabriz,1472823.0,3,Payment,11
Success,2025-09-04 02:37:00,Discover,Ahvaz,914282.0,59,Payment,2
Fail,2025-09-24 02:20:00,Visa,Tehran,200000.0,89,Payment,2
Success,2025-09-25 18:45:00,Visa,Tehran,177050.0,3,Payment,18
Success,2025-09-01 04:04:00,Master Card,Tehran,200000.0,38,Payment,4
Fail,2025-09-13 16:40:00,Master Card,Qom,0.0,2,Zero_Amount,16
Fail,2025-09-04 19:51:00,Unknown,Tabriz,850000.0,100,Payment,19
Fail,2025-09-20 19:29:00,Visa,Tehran,583952.0,17,Payment,19
Fail,2025-09-18 21:23:00,Visa,Unknown,450000.0,73,Payment,21
Success,2025-09-06 21:23:00,Master Card,Ahvaz,177050.0,36,Payment,21
Fail,2025-09-03 05:23:00,Visa,Isfahan,0.0,87,Zero_Amount,5
Fail,2025-09-23 06:30:00,Unknown,Tehran,100.5,96,Payment,6
Fail,2025-09-13 21:23:00,Visa,Shiraz,9999999999.0,99,Payment,21
Fail,2025-09-27 14:11:00,Discover,Tehran,333333.0,89,Payment,14
Fail,2025-09-16 08:08:00,Master Card,Karaj,343679.0,73,Payment,8
Fail,2025-09-27 02:30:00,Visa,Tehran,200000.0,2,Payment,2
Success,2025-09-05 16:40:00,Amex,Isfahan,200000.0,85,Payment,16
Success,2025-09-04 03:27:00,Unknown,Tehran,1502601.0,34,Payment,3
Success,2025-09-21 11:11:00,Master Card,Tehran,1305967.0,27,Payment,11
Success,2025-09-08 07:07:00,Discover,Tabriz,177050.0,37,Payment,7
Fail,2025-09-19 08:59:00,Visa,Karaj,585954.0,71,Payment,8
Success,2025-09-14 12:34:00,Visa,Tehran,471227.0,22,Payment,12
Fail,2025-09-07 23:17:00,Master Card,Tehran,1050805.0,68,Payment,23
Success,2025-09-14 12:34:00,Amex,Karaj,250000.0,14,Payment,12
Fail,2025-09-06 11:11:00,Visa,Karaj,850000.0,99,Payment,11
Fail,2025-09-12 23:59:00,Master Card,Tehran,300000.0,23,Payment,23
Fail,2025-09-16 13:10:00,Visa,Isfahan,1578078.0,44,Payment,13
Fail,2025-09-17 02:24:00,Master Card,Shiraz,-5000.0,90,Refund,2
Fail,2025-09-13 11:11:00,Visa,Ahvaz,50200.0,65,Payment,11
Fail,2025-09-23 13:13:00,Master Card,Shiraz,0.0,79,Zero_Amount,13
Success,2025-09-14 00:00:00,Discover,Tehran,0.0,97,Zero_Amount,0
Fail,2025-09-29 08:59:00,Visa,Qom,0.0,78,Zero_Amount,8
Fail,2025-09-07 16:16:00,Visa,Tehran,200000.0,61,Payment,16
Fail,2025-09-14 14:11:00,Master Card,Tehran,-5000.0,85,Refund,14
Fail,2025-09-15 10:05:00,Master Card,Qom,976246.0,55,Payment,10
Fail,2025-09-12 13:13:00,Master Card,Unknown,100.5,71,Payment,13
Fail,2025-09-17 08:59:00,Master Card,Tehran,1050805.0,85,Payment,8
Success,2025-09-09 02:30:00,Visa,Mashhad,99999.0,50,Payment,2
Fail,2025-09-22 23:59:00,Master Card,Ahvaz,419089.0,12,Payment,23
Success,2025-09-15 23:17:00,Master Card,Tehran,1050805.0,79,Payment,23
Success,2025-09-12 17:07:00,Visa,Tehran,0.0,15,Zero_Amount,17
Success,2025-09-02 13:10:00,Visa,Isfahan,1158713.0,17,Payment,13
Fail,2025-09-05 08:08:00,Master Card,Isfahan,0.0,34,Zero_Amount,8
Success,2025-09-13 09:45:00,Master Card,Tabriz,471227.0,35,Payment,9
Success,2025-09-27 05:56:00,Master Card,Tabriz,1578078.0,39,Payment,5
Fail,2025-09-20 04:40:00,Visa,Qom,914282.0,78,Payment,4
Fail,2025-09-23 19:29:00,Amex,Isfahan,900000.0,55,Payment,19
Success,2025-09-08 01:51:00,Visa,Tehran,1387769.0,59,Payment,1
Fail,2025-09-27 08:08:00,Visa,Karaj,-999999.0,5,Refund,8
Success,2025-09-14 11:11:00,Master Card,Tehran,1000.0,30,Payment,11
Fail,2025-09-15 13:13:00,Master Card,Karaj,-999999.0,4,Refund,13
Fail,2025-09-11 14:30:00,Visa,Tabriz,443463.0,15,Payment,14
Fail,2025-09-01 18:45:00,Discover,Mashhad,1.0,35,Payment,18
Fail,2025-09-21 19:51:00,Visa,Isfahan,1427657.0,74,Payment,19
Success,2025-09-03 08:59:00,Master Card,Qom,-999999.0,55,Refund,8
Success,2025-09-17 05:23:00,Discover,Ahvaz,0.0,66,Zero_Amount,5
Success,2025-09-28 11:11:00,Amex,Tehran,177050.0,60,Payment,11
Success,2025-09-19 00:00:00,Discover,Tabriz,-5000.0,24,Refund,0
Fail,2025-09-14 08:08:00,Amex,Qom,1502601.0,93,Payment,8
